run,iteration,error
9,59,8.97475e-05
9,60,8.22567e-05
9,61,7.53379e-05
9,62,6.8946e-05
9,63,6.30395e-05
9,64,5.75805e-05
9,65,5.25344e-05
9,66,4.7869e-05
9,67,4.35551e-05
9,68,3.95656e-05
9,69,3.58757e-05
9,70,3.24626e-05
9,71,2.93052e-05
9,72,2.63841e-05
9,73,2.36813e-05
9,74,2.11804e-05
9,75,1.88661e-05
9,76,1.67243e-05
9,77,1.47422e-05
9,78,1.29076e-05
9,79,1.12096e-05
9,80,9.63788e-06
9,81,8.18299e-06
9,82,6.83619e-06
9,83,5.58943e-06
9,84,4.43522e-06
9,85,3.36667e-06
9,86,2.3774e-06
9,87,1.46149e-06
9,88,6.13483e-07
9,89,1.71666e-07
